CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
716754783,Attrited Customer,43,M,4,High School,Married,$120K +,Blue,30,3,2,3,17228,1331,15897,0.519,2229,44,0.375,0.077
719025333,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,42,3,2,0,1898,0,1898,0.838,3513,59,0.686,0
718566858,Existing Customer,46,F,2,College,Single,Less than $40K,Blue,36,3,2,2,1438.3,0,1438.3,0.757,5005,79,0.795,0
710675508,Existing Customer,40,F,3,College,Unknown,Unknown,Blue,28,2,3,1,2321,1190,1131,0.736,5149,98,0.661,0.513
818729208,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,47,3,3,3,8185,941,7244,0.874,4525,77,0.604,0.115
709068183,Existing Customer,53,M,4,College,Single,$60K - $80K,Blue,42,3,3,3,3096,0,3096,0.684,4709,87,0.776,0
715358283,Existing Customer,57,F,2,Uneducated,Married,Less than $40K,Blue,46,2,3,2,2129,1139,990,1.025,4509,73,0.825,0.535
710966433,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36,3,2,2,2615,1404,1211,0.503,3785,67,1.161,0.537
708575058,Attrited Customer,46,F,3,Uneducated,Divorced,$40K - $60K,Blue,39,2,3,2,3157,965,2192,0.928,3300,58,0.568,0.306
713929533,Attrited Customer,36,F,3,College,Married,Less than $40K,Blue,36,2,2,2,1707,0,1707,0.319,2060,52,0.529,0
714087258,Existing Customer,49,F,1,Uneducated,Divorced,Less than $40K,Blue,36,2,3,2,1838,0,1838,0.65,5156,72,0.895,0
756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31,3,1,3,5523,2517,3006,0.72,4170,80,0.739,0.456
720766908,Attrited Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,28,2,2,2,3021,0,3021,0.694,2814,37,0.321,0
718133733,Existing Customer,44,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,3,1,1,7317,1540,5777,0.616,4100,76,0.81,0.21
720823458,Existing Customer,59,F,2,Unknown,Married,Less than $40K,Blue,46,2,6,2,5218,1907,3311,0.797,4658,85,0.889,0.365
720027258,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,40,3,1,3,1438.3,0,1438.3,1.052,4978,73,0.921,0
807604233,Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,49,2,3,3,11114,2482,8632,1.08,5044,81,0.688,0.223
801786483,Existing Customer,51,M,0,High School,Single,$80K - $120K,Blue,45,3,2,3,10648,2517,8131,0.708,4930,89,0.978,0.236
789138258,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,34,2,3,2,2976,2372,604,0.772,4799,83,0.729,0.797
805524708,Attrited Customer,52,F,3,High School,Divorced,Less than $40K,Blue,47,3,3,1,6629,2517,4112,0.932,2599,50,0.562,0.38
779642733,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,25,3,1,1,2812,2238,574,0.713,4823,77,0.833,0.796
771735933,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,36,2,1,1,10761,1722,9039,0.7,4731,82,0.783,0.16
789917208,Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,31,2,3,3,1968,1781,187,0.972,5087,69,0.725,0.905
779608083,Existing Customer,55,M,2,Doctorate,Single,Less than $40K,Blue,44,2,2,2,3897,1247,2650,0.689,3681,62,0.632,0.32
711287733,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,36,3,2,1,4721,1289,3432,0.656,3856,74,0.762,0.273
774675933,Existing Customer,40,M,3,College,Divorced,$80K - $120K,Silver,34,2,1,3,34516,2052,32464,0.477,3510,62,0.476,0.059
716741508,Existing Customer,33,F,3,High School,Married,Less than $40K,Blue,21,2,1,3,2831,1167,1664,0.744,4460,65,0.857,0.412
721106133,Existing Customer,57,F,3,Uneducated,Divorced,Unknown,Blue,36,3,4,1,2312,1789,523,0.867,5104,82,0.783,0.774
716698608,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,39,2,1,1,8924,0,8924,0.46,4441,87,0.673,0
716299608,Attrited Customer,58,F,3,Unknown,Divorced,Less than $40K,Blue,36,2,2,3,1508,0,1508,0.458,1990,31,0.192,0
718116933,Existing Customer,53,F,3,Graduate,Single,Less than $40K,Blue,36,2,3,1,1438.3,630,808.3,0.667,4704,79,0.756,0.438
720513333,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,39,2,1,3,21350,1724,19626,0.512,4878,78,0.444,0.081
802460433,Attrited Customer,57,F,3,High School,Married,Unknown,Blue,51,2,5,2,1438.3,0,1438.3,0.733,2607,37,0.609,0
720482583,Existing Customer,52,F,1,College,Married,Unknown,Blue,43,3,3,1,10431,2163,8268,0.64,4598,69,0.865,0.207
719584608,Existing Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,3,1,1,1438.3,0,1438.3,0.657,4215,79,0.927,0
709477233,Existing Customer,37,F,2,High School,Single,Unknown,Blue,36,3,2,1,2346,1621,725,0.613,4287,79,0.717,0.691
719512983,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,3,6,1438.3,0,1438.3,0.854,2295,51,0.545,0
714923583,Attrited Customer,38,F,2,Graduate,Unknown,Less than $40K,Blue,36,2,3,2,2369,0,2369,0.51,1924,48,0.548,0
779397183,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,31,2,1,1,3659,0,3659,0.797,4068,61,0.694,0
714671658,Existing Customer,38,F,5,Graduate,Married,Less than $40K,Blue,31,2,5,2,2153,1392,761,0.787,4268,85,0.667,0.647
779218233,Existing Customer,47,F,5,Post-Graduate,Single,Less than $40K,Blue,37,2,3,3,9430,0,9430,0.68,4115,75,0.923,0
713456583,Existing Customer,45,M,2,High School,Married,$80K - $120K,Silver,37,3,2,2,34516,1495,33021,0.52,3247,70,0.707,0.043
790221633,Existing Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,38,3,3,3,3897,2296,1601,0.746,4627,77,0.791,0.589
721299483,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,32,2,1,1,11671,1304,10367,0.491,4168,71,0.868,0.112
711701958,Existing Customer,48,M,1,Unknown,Single,$60K - $80K,Blue,38,3,3,3,11367,1999,9368,0.661,4175,63,0.537,0.176
783573408,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,36,3,1,2,2575,2136,439,0.722,5267,83,0.886,0.83
709641933,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,3433,1869,1564,0.838,4504,84,0.787,0.544
718755483,Existing Customer,44,M,2,High School,Married,$60K - $80K,Blue,36,3,2,1,7317,959,6358,0.653,5082,86,0.686,0.131
720914358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,4416,1333,3083,0.631,4894,84,0.647,0.302
714811533,Existing Customer,39,M,2,High School,Unknown,$60K - $80K,Blue,32,3,2,2,1715,0,1715,0.896,5910,91,0.517,0
719898108,Existing Customer,57,F,2,Doctorate,Married,$40K - $60K,Blue,41,2,3,3,3667,809,2858,0.778,5322,79,0.975,0.221
720719883,Attrited Customer,54,F,1,Graduate,Single,Unknown,Blue,41,3,3,3,1874,0,1874,0.806,2535,55,0.618,0
780338733,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,2,1,2,1438.3,491,947.3,0.73,5102,83,0.694,0.341
709810458,Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,44,3,2,0,1579,768,811,0.888,4241,72,0.946,0.486
821356083,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,3,1,3,1626,0,1626,0.664,4830,87,0.642,0
793428408,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,44,2,2,1,1596,1185,411,0.687,5235,76,1,0.742
746453583,Existing Customer,56,F,1,Unknown,Married,$40K - $60K,Blue,49,2,2,2,2604,1395,1209,0.528,4498,85,0.7,0.536
771799008,Existing Customer,61,F,1,Graduate,Married,Unknown,Blue,50,3,3,1,3359,1405,1954,0.684,4871,79,0.975,0.418
719075883,Existing Customer,38,F,3,High School,Married,$40K - $60K,Blue,27,2,3,3,2363,2033,330,0.498,3904,66,0.61,0.86
714986583,Existing Customer,55,F,4,Uneducated,Single,Less than $40K,Blue,46,3,2,2,4978,923,4055,0.883,5025,62,0.879,0.185
753233733,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,29,3,3,3,2155,1290,865,0.718,3781,61,0.906,0.599
806914158,Attrited Customer,38,F,4,Graduate,Married,$40K - $60K,Blue,33,4,3,1,4047,0,4047,0.648,2134,34,0.478,0
812671758,Attrited Customer,47,F,5,Doctorate,Married,Unknown,Blue,42,3,5,3,4345,2176,2169,0.752,2458,44,0.467,0.501
789191358,Existing Customer,55,M,4,Graduate,Single,$80K - $120K,Blue,44,2,3,2,1854,794,1060,0.614,4035,80,0.739,0.428
772111083,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,39,3,3,2,5384,1396,3988,0.756,4338,75,0.829,0.259
714961383,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,965,473.3,0.544,4182,81,0.723,0.671
817288458,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,19,3,2,3,5141,1737,3404,0.985,5859,82,0.783,0.338
719163108,Existing Customer,44,M,3,Graduate,Married,$120K +,Blue,31,2,2,3,3977,1325,2652,0.769,4076,62,0.632,0.333
713922183,Existing Customer,52,M,2,Uneducated,Single,$120K +,Blue,36,3,2,1,2507,1259,1248,0.85,4461,73,0.921,0.502
716443608,Existing Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,36,2,3,1,7199,1235,5964,0.83,4050,78,0.814,0.172
827953683,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,37,1,2,1,3786,1171,2615,0.697,5369,75,0.596,0.309
789678483,Existing Customer,50,F,2,High School,Married,Less than $40K,Silver,37,1,3,2,13384,0,13384,0.696,4773,77,0.674,0
793630083,Attrited Customer,39,M,2,High School,Single,$120K +,Blue,33,1,3,4,1726,1476,250,0.371,1804,34,0.259,0.855
756306183,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,35,2,1,3,2873,2517,356,0.803,4897,71,1.088,0.876
736893108,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,26,2,3,2,1438.3,0,1438.3,0.613,4196,87,0.891,0
712900308,Attrited Customer,44,F,2,College,Single,Less than $40K,Blue,34,4,3,3,1751,0,1751,0.506,2078,37,0.423,0
798045708,Existing Customer,42,F,5,Graduate,Married,$40K - $60K,Blue,36,2,1,1,7434,0,7434,0.63,4182,76,1.171,0
715657833,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,41,2,3,2,1438.3,787,651.3,0.601,4956,89,0.745,0.547
712111608,Existing Customer,59,F,2,Post-Graduate,Single,Less than $40K,Blue,54,1,1,3,1438.3,0,1438.3,0.61,4919,72,0.756,0
711792783,Existing Customer,45,F,3,Unknown,Divorced,$40K - $60K,Blue,26,1,1,2,2032,1195,837,0.642,4479,80,0.667,0.588
716067333,Existing Customer,61,M,0,Graduate,Married,Unknown,Blue,36,2,3,3,6959,945,6014,0.816,4553,84,0.714,0.136
780660183,Attrited Customer,43,F,4,High School,Divorced,Less than $40K,Blue,32,2,3,2,8203,0,8203,0.691,2613,46,0.84,0
720761208,Attrited Customer,59,M,1,College,Single,$120K +,Blue,47,2,4,2,4789,357,4432,0.798,2496,41,0.64,0.075
788794758,Attrited Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,28,2,2,4,2979,0,2979,0.644,2061,38,0.462,0
711150333,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,5,3,2,2391,0,2391,0.669,2857,40,0.6,0
714418158,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,56,2,2,2,7264,851,6413,0.814,3527,69,0.816,0.117
713634108,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,1,2,2,4348,1830,2518,1.036,4293,66,0.692,0.421
717231558,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,43,2,2,2,3002,1446,1556,0.815,4851,74,0.947,0.482
711589758,Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,32,1,2,2,4162,1641,2521,0.719,3967,75,0.923,0.394
787481208,Existing Customer,46,F,1,Unknown,Unknown,Less than $40K,Blue,34,1,3,1,2762,1793,969,0.901,5006,78,0.66,0.649
715516458,Attrited Customer,42,F,1,High School,Married,$40K - $60K,Blue,36,5,3,2,2705,2430,275,0.698,2602,43,0.433,0.898
714998508,Existing Customer,53,M,3,Uneducated,Married,$120K +,Blue,36,2,2,0,3742,1454,2288,0.894,5326,62,0.676,0.389
713328108,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,36,2,2,2,1671,1047,624,0.727,5189,79,0.795,0.627
716229108,Existing Customer,55,F,3,College,Divorced,Less than $40K,Blue,46,2,3,3,3282,2262,1020,0.653,4674,84,0.585,0.689
820925433,Existing Customer,50,F,2,Post-Graduate,Single,Less than $40K,Blue,45,2,3,2,1529,710,819,0.657,4751,81,0.884,0.464
816129258,Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,29,2,3,3,2509,1897,612,0.938,4837,74,0.542,0.756
808903308,Attrited Customer,54,F,1,Unknown,Married,$40K - $60K,Blue,49,4,3,6,2471,0,2471,0.722,2519,35,0.522,0
713809833,Existing Customer,42,F,3,Graduate,Unknown,Unknown,Blue,32,2,3,2,9749,859,8890,0.584,4684,86,0.623,0.088
713542008,Existing Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,1,2,3,1438.3,0,1438.3,0.584,4236,83,0.844,0
717385083,Existing Customer,46,M,3,High School,Married,$120K +,Blue,35,2,2,3,4916,1122,3794,0.659,4813,87,0.706,0.228
708652908,Existing Customer,47,F,5,Uneducated,Married,Less than $40K,Blue,36,1,6,1,2291,1419,872,0.725,4498,81,0.761,0.619
715644633,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,34,1,2,1,1528,820,708,0.908,5212,88,0.833,0.537
708761733,Existing Customer,52,F,3,High School,Married,Unknown,Blue,36,2,2,2,8279,1582,6697,0.76,4419,63,0.658,0.191
714600258,Existing Customer,45,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,1,2,2,5945,2015,3930,0.815,3645,70,1,0.339
823566408,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,2,2,1,1438.3,0,1438.3,0.773,4625,93,0.938,0
713373708,Attrited Customer,54,F,3,Unknown,Single,Less than $40K,Blue,36,2,3,3,1857,0,1857,0.488,2464,57,0.839,0
708307533,Existing Customer,42,M,2,Uneducated,Married,$60K - $80K,Blue,30,1,2,3,3086,0,3086,0.808,4129,81,0.884,0
820085808,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,1,1,2,2598,1343,1255,0.637,4692,86,0.72,0.517
716685033,Existing Customer,38,F,1,High School,Married,$40K - $60K,Blue,19,1,1,2,5559,1600,3959,0.716,5344,82,0.864,0.288
713063958,Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,39,1,1,3,7562,1080,6482,0.561,5010,85,0.7,0.143
708371733,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,15,1,1,2,4662,0,4662,0.661,4931,81,0.841,0
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38,2,2,3,2904,2517,387,0.586,4503,89,0.712,0.867
797232183,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,36,2,1,1,2676,1962,714,0.668,5020,75,0.786,0.733
720789933,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,32,2,1,1,5798,680,5118,0.708,5027,82,0.64,0.117
808281483,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,41,2,3,3,2665,2157,508,0.637,4249,76,1.235,0.809
712968708,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,47,2,3,1,2343,1780,563,0.792,5167,78,0.773,0.76
711263058,Existing Customer,29,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,2763,1879,884,0.701,4660,80,0.778,0.68
788813658,Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,45,2,2,3,10503,0,10503,0.886,4755,88,0.725,0
721444758,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,1,3,3,2780,2216,564,0.826,4980,78,0.857,0.797
711448983,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2,2,2234,2024,210,0.717,2313,37,0.321,0.906
712664658,Attrited Customer,35,F,1,Graduate,Single,Less than $40K,Blue,30,2,2,2,1649,0,1649,0.683,2549,54,0.588,0
714237033,Attrited Customer,42,F,4,Uneducated,Married,Unknown,Blue,36,6,2,3,5557,2246,3311,0.518,2299,39,0.444,0.404
718370733,Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,35,2,3,3,6074,0,6074,0.782,4504,90,0.765,0
713726958,Attrited Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,21,5,2,2,1728,0,1728,0.41,2191,38,0.357,0
794160408,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,40,1,1,1,3044,1973,1071,0.946,4747,73,1.028,0.648
716009883,Existing Customer,41,F,1,Graduate,Single,$40K - $60K,Blue,28,1,3,1,8482,585,7897,0.624,4245,74,0.897,0.069
711873033,Attrited Customer,35,F,3,Unknown,Single,Unknown,Blue,29,4,2,3,1438.3,0,1438.3,0.748,2549,56,0.75,0
712715208,Attrited Customer,52,M,1,High School,Single,$80K - $120K,Blue,44,1,3,2,3770,0,3770,0.544,2387,51,0.5,0
778899708,Attrited Customer,56,F,2,Unknown,Single,$40K - $60K,Blue,37,2,2,3,2963,0,2963,0.902,2919,47,0.382,0
771865908,Attrited Customer,48,F,2,Graduate,Single,Unknown,Blue,37,4,2,3,11750,487,11263,0.772,2532,48,0.548,0.041
716273133,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,3,1593,0,1593,0.61,4853,78,0.592,0
709927458,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,20,1,3,3,10486,1544,8942,0.716,4042,77,0.925,0.147
715162608,Attrited Customer,48,F,2,Graduate,Single,Less than $40K,Blue,41,4,2,3,2168,1323,845,0.687,2499,38,0.407,0.61
719862258,Existing Customer,38,F,2,Uneducated,Single,Unknown,Blue,28,2,3,3,5666,1393,4273,0.84,5015,90,0.915,0.246
788719533,Existing Customer,53,M,4,Post-Graduate,Married,$80K - $120K,Blue,34,1,2,3,13679,0,13679,0.908,4060,61,1.346,0
715566408,Existing Customer,45,F,3,Doctorate,Married,Less than $40K,Blue,36,1,2,2,2143,1479,664,0.708,4404,77,0.75,0.69
717359208,Existing Customer,57,F,0,College,Married,Less than $40K,Blue,47,2,3,1,4945,1779,3166,0.536,4037,72,0.756,0.36
721410858,Existing Customer,54,F,4,High School,Single,Less than $40K,Blue,36,1,3,0,1921,1334,587,0.694,4512,90,0.765,0.694
779420583,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,33,2,1,3,3001,2055,946,0.838,4662,70,0.628,0.685
714222183,Existing Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,36,1,1,1,2132,1084,1048,0.767,4874,78,0.66,0.508
709079883,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,36,5,3,3,1663,1012,651,0.886,2729,38,0.52,0.609
721406658,Attrited Customer,32,F,0,Unknown,Divorced,Less than $40K,Blue,36,6,3,3,1732,0,1732,0.683,2479,43,0.536,0
713782608,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,1,3,1,2652,2386,266,0.766,5329,83,0.729,0.9
720236433,Existing Customer,41,M,4,College,Married,$80K - $120K,Blue,22,1,2,3,5037,1670,3367,0.787,4379,67,0.811,0.332
785106933,Existing Customer,51,F,1,Unknown,Single,Unknown,Blue,45,2,2,3,6519,2178,4341,0.739,4505,71,0.732,0.334
716673258,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,3,2347,1488,859,0.621,3977,83,0.886,0.634
708341958,Existing Customer,31,F,1,College,Divorced,Less than $40K,Blue,21,2,2,3,2061,1904,157,0.786,4480,86,0.87,0.924
797150733,Attrited Customer,44,M,3,Unknown,Single,$40K - $60K,Blue,38,5,2,2,1643,0,1643,0.6,1754,39,0.56,0
718279983,Existing Customer,49,F,1,College,Married,Unknown,Blue,36,1,3,2,5039,2489,2550,0.875,4770,74,0.947,0.494
718548558,Existing Customer,53,F,3,Unknown,Single,Less than $40K,Blue,42,1,1,3,2915,2041,874,0.927,4272,70,0.75,0.7
780360558,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,2,2,2,1507,0,1507,0.723,4698,87,0.851,0
715012833,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,36,1,3,3,3073,2517,556,0.841,4858,77,0.974,0.819
772388508,Existing Customer,43,F,3,Graduate,Married,Unknown,Blue,32,2,3,3,8314,1349,6965,0.531,5028,80,0.702,0.162
788199858,Existing Customer,42,F,3,High School,Unknown,Unknown,Blue,34,1,3,1,2798,1049,1749,0.89,5758,87,0.706,0.375
769578108,Existing Customer,40,M,4,Unknown,Single,$60K - $80K,Blue,26,2,2,3,20929,1652,19277,0.523,4001,76,0.689,0.079
719843958,Existing Customer,46,M,2,Graduate,Married,$120K +,Blue,34,2,3,3,1754,894,860,0.691,4874,79,0.837,0.51
767197983,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,45,1,1,1,4209,0,4209,0.856,5938,83,0.694,0
711874833,Existing Customer,45,M,3,College,Divorced,$40K - $60K,Blue,37,1,3,2,2449,0,2449,0.706,5497,88,0.63,0
714930333,Attrited Customer,39,M,3,College,Married,$80K - $120K,Blue,30,2,3,3,4618,0,4618,0.717,2476,49,0.75,0
720989133,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,36,2,1,2,1654,1093,561,0.65,4596,82,0.822,0.661
720893958,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,36,1,3,3,1544,999,545,0.786,4215,53,1.12,0.647
769709058,Existing Customer,60,M,1,Uneducated,Single,$60K - $80K,Blue,54,1,2,1,3618,972,2646,0.578,4228,63,0.465,0.269
711005583,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24,1,2,3,3437,1064,2373,0.851,5110,76,0.854,0.31
826548708,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,46,2,3,2,5965,622,5343,0.728,4637,91,0.655,0.104
711093408,Existing Customer,46,F,2,Doctorate,Married,Less than $40K,Blue,33,2,3,1,2644,1517,1127,0.721,4815,83,0.804,0.574
712831908,Existing Customer,59,F,1,College,Married,$40K - $60K,Blue,49,2,2,1,3481,603,2878,0.692,4556,81,0.473,0.173
780222408,Existing Customer,49,F,5,Graduate,Unknown,Less than $40K,Blue,36,1,3,2,3272,2085,1187,0.417,4444,83,0.627,0.637
714181008,Existing Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,1,2,2,3019,1462,1557,0.718,4509,71,0.732,0.484
772346358,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,41,2,1,2,1801,0,1801,0.516,5047,79,0.756,0
717489033,Attrited Customer,27,F,0,High School,Single,Less than $40K,Blue,18,6,1,4,1438.3,0,1438.3,0.781,2641,40,0.6,0
710969433,Existing Customer,41,F,1,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2909,1201,1708,0.729,4230,68,0.659,0.413
715807383,Existing Customer,45,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,1,3,3,4688,0,4688,0.593,5248,89,0.745,0
711807333,Existing Customer,37,F,2,College,Single,Less than $40K,Blue,26,1,1,2,1438.3,0,1438.3,0.587,3948,84,0.68,0
816086508,Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,42,1,3,3,1438.3,0,1438.3,0.677,4624,73,0.587,0
714424533,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,2,1655,0,1655,0.496,2156,37,0.194,0
779536233,Existing Customer,47,F,4,Graduate,Divorced,$40K - $60K,Blue,30,1,1,1,1438.3,601,837.3,1,4669,83,0.729,0.418
710794983,Existing Customer,41,F,3,High School,Single,Unknown,Blue,32,2,1,1,4745,1157,3588,0.965,4705,78,0.902,0.244
779890833,Existing Customer,51,F,2,High School,Divorced,Less than $40K,Blue,36,2,1,1,1438.3,0,1438.3,0.765,4866,65,0.625,0
779837808,Existing Customer,53,F,2,High School,Married,$40K - $60K,Blue,37,1,4,3,5182,2500,2682,0.869,5012,85,0.809,0.482
713748708,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,37,1,2,4,1438.3,0,1438.3,0.35,1757,44,0.467,0
709123908,Existing Customer,43,F,2,Graduate,Married,$40K - $60K,Blue,36,2,3,2,4287,0,4287,0.807,4874,82,0.708,0
816476658,Attrited Customer,54,F,2,Unknown,Married,Unknown,Blue,49,2,4,3,1812,1798,14,0.735,2921,44,0.692,0.992
743800833,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,46,2,1,1,2304,1144,1160,0.772,4505,85,1.179,0.497
806415183,Existing Customer,51,F,0,Doctorate,Married,Unknown,Blue,46,1,3,3,13623,1432,12191,0.594,4534,83,0.886,0.105
794054058,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,44,1,1,1,2765,0,2765,0.465,4010,59,0.513,0
771907158,Existing Customer,54,M,5,Unknown,Married,$120K +,Blue,42,1,1,3,3731,1903,1828,0.915,4667,88,0.725,0.51
815789883,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,41,1,3,2,2485,861,1624,0.566,4728,81,0.761,0.346
712177908,Existing Customer,50,F,4,College,Single,Less than $40K,Blue,36,1,3,1,2446,1763,683,0.598,4310,75,0.875,0.721
711234783,Attrited Customer,44,F,4,Unknown,Married,Less than $40K,Blue,28,5,2,3,2020,0,2020,0.716,2621,45,0.552,0
793379058,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,42,2,2,1,2214,1025,1189,0.567,5084,82,0.745,0.463
720480183,Existing Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,34,1,2,1,1811,787,1024,0.585,4882,80,1.162,0.435
712974558,Existing Customer,56,F,2,College,Single,Less than $40K,Blue,43,1,3,1,5254,0,5254,0.651,4546,89,0.712,0
717409533,Attrited Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,26,1,2,3,1821,1486,335,0.827,2824,43,0.387,0.816
712200033,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,1,3,3,3024,0,3024,0.75,4983,78,0.733,0
713563383,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,36,1,3,3,1930,952,978,0.67,3862,80,0.818,0.493
802795608,Existing Customer,54,F,2,High School,Single,Less than $40K,Blue,48,1,3,2,1517,556,961,0.622,4981,82,0.864,0.367
787452333,Attrited Customer,39,F,1,High School,Married,Less than $40K,Blue,25,2,2,1,2024,0,2024,0.801,2870,36,0.5,0
709520058,Attrited Customer,53,M,5,Uneducated,Married,$120K +,Blue,38,4,2,2,19138,0,19138,0.482,2028,43,0.303,0
819690933,Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,51,2,3,1,16835,897,15938,0.767,4059,80,0.778,0.053
820694133,Attrited Customer,60,F,0,High School,Married,Unknown,Blue,55,4,1,3,5549,0,5549,0.703,2412,38,0.52,0
