name,address,desc
The Maxwell Hotel - A Staypineapple Hotel,"300 Roy St, Seattle, WA 98109","Around here, we’re a little bonkers about art—in fact The Maxwell Hotel was created as a “celebration of the living arts.” Bright, bold corridors, a large mosaic pineapple in the lobby, commissioned mural paintings, and children's art tiles accenting the indoor swimming pool are just a few imaginative touches you’ll find here at The Maxwell Hotel. Then step outside and enjoy the masterpiece that is the Emerald City: We are perfectly situated at the base of Queen Anne Hill adjacent to the Seattle Center and the iconic Space Needle. And just steps away are the Pike Place Market, the Seattle Opera and the Pacific Northwest Ballet. The next time you hit the road, we’ll make sure it’s an extra soft landing. At The Maxwell Hotel we pride ourselves on offering only the very best creature comforts designed to make your stay the most comfortable, convenient, and enjoyable. So when you Staypineapple, be sure to take advantage of all these delightful amenities. When you stay in one of The Maxwell’s one-of-a-kind rooms, you’ll experience the perfect balance of Staypineapple comfort and style in the heart of Seattle. Each of our artfully-designed rooms feature plush pillow top beds and upscale amenities like high-speed Wi-Fi, designer bath products, high-definition TVs, microwave and a mini fridge to store your favorite beverages and snacks."
Hyatt At Olive 8,"1635 8th Ave, Seattle, WA 98101","Founded on a commitment to conservation and inspiring guest experiences, Hyatt at Olive 8 redefines eco-friendly hospitality in downtown Seattle. Stay in rooms and meet in spaces designed to reduce our ecological footprint while enjoying award-winning service and fresh farm-to-table cuisine at the first LEED-certified hotel in Seattle. Stay comfortably while caring for the environment in contemporary LEED-certified rooms overlooking downtown Seattle. Upgrade to a Governor Suite for a spacious living area complete with a fireplace and impressive skyline views. Access the best of Seattle and beyond from our downtown hotel. Tour the wineries of the Pacific Northwest and breweries in downtown Seattle. Walk ten minutes to the waterfront for Pike Place Market, the Seattle Art Museum, and the first Starbucks store. Shop Westlake Center and Pacific Place located steps from our hotel. Highlighting the natural bounty of the Pacific Northwest, the restaurants and eateries at Hyatt at Olive 8 make for truly unique dining experiences. Partnering with Seattle-area farmers and purveyors, our chefs sustainably source foods and create fresh favorites with a Pacific twist. Urbane, our signature restaurant, serves global favorites with local craft beers and wines, while Urbane Market makes a taste of Seattle’s coffees, microbrews, and wines available to enjoy anywhere."
Silver Cloud Inn - Seattle Lake Union,"1150 Fairview Ave N, Seattle, WA 98109","Located on the south end of scenic Lake Union, the Silver Cloud Hotel Seattle – Lake Union is two miles from downtown Seattle’s finest shops and restaurants and just five miles from the University of Washington campus. The hotel is also located near Seattle Center and the Fred Hutchinson Cancer Research Center, and is only a 20 minute walk to the iconic Space Needle. Most of the guestrooms have spectacular waterfront views of Lake Union and Seattle. All rooms have 55? high-definition flat-screen TVs complimentary high-speed wired and wireless Internet access, microwaves, refrigerators and laptop safes. A complimentary Silver Cloud breakfast is offered daily in addition to use of our expansive fitness center. The Silver Cloud Hotel – Lake Union features complimentary parking and a local area shuttle service. Located along the south shore of Lake Union, the Silver Cloud Inn is nestled in one of the fastest growing and most vibrant neighborhoods in the Seattle area. Offering a blend of the Pacific Northwest outdoors and modern urban living, Lake Union’s distinctive neighborhood is home to several globally-recognized companies including Amazon, Fred Hutchinson Cancer Research Center and University of Washington Medicine. Whether you are traveling by streetcar or seaplane, visit Lake Union for a uniquely Seattle experience. Explore all the nearby attractions below."
The Bacon Mansion Bed and Breakfast,"4528, 959 Broadway E, Seattle, WA 98102","The Bacon Mansion Bed and Breakfast on Seattle's Capitol Hill, just two blocks from Broadway Business District and Volunteer park. Eleven guestrooms, space for special events, weddings and receptions. Close enough to most all Seattle attractions, yet far enough away in a quiet historic neighborhood. Stay in our Seattle bed and breakfast, and enjoy the charm and comfort of yesterday, with all the convenience of today. Shields of red and white can be seen on the round stained glass windows as one passes through the gates of the Bacon Mansion – the leading bed and breakfast in Seattle, Washington. Built in 1909 by Cecil Bacon on Seattle's Capitol Hill, this classic Edwardian-style Tudor shows not only the trademark family crest, but a fine preservation of original woods, chandelier with 3,000 crystals, marble fireplaces, and a treasured library. Located in the Historical Harvard-Belmont Landmark District, most of the original floor plan and exterior has been retained. In 1984, a great fire burned 60% of the interior and necessitated major renovation. Fortunately, Bacon Mansion's massive walls spared the glass and wood pocket doors found in the ""day rooms."" Opening as The Broadway Guest House in 1985, this unique bed and breakfast is now a stately residence for all who enter. The main Guest House, consisting of 8,000 square feet of living space, is divided between four levels. A spacious outside patio leads to the historic Carriage House. The Mansion's guest rooms are available nightly, as well as the ""day rooms,"" which are available for social and business events. Along with delicious breakfasts, which include a potpourri of cereals, muffins and delicacies, catered lunches, dinners and receptions are also available. History fills the mansion walls, and while you explore the house, perhaps you will catch a fellow guest playing the grand piano. Just a short distance from the Capitol Hill and downtown Seattle's commercial districts, you will be sure to enjoy shopping and access to Seattle's many attractions."
Homewood Suites by Hilton Seattle Downtown,"206 Western Ave W, Seattle, WA 98119","The Homewood Suites by Hilton Seattle Downtown hotel in Washington invites you to stay in one of our suites, where you will enjoy complimentary meals and complimentary internet access. Our hotel's central location, near the heart of downtown Seattle, is ideal for both short term and extended stay guests. Within a short walk, you'll find great Seattle attractions such as the Space Needle and 5th Avenue Theater. Our hotel, recently renovated May 2017, is near Port of Seattle, providing easy access to the cruise terminal at Pier 91. If you're driving in, self-parking is available on the basement level of the hotel. If you're a business traveler looking for an extended stay hotel, our range of hotel business services are sure to appeal to you. At our downtown Seattle hotel, stay on top of your workload with ease with our executive business center. For smaller meetings, take advantage of our new ""Executive Boardroom Suite"", featuring a separated boardroom and beautiful views. Enjoy Washington hospitality at its best when you stay at the Homewood Suites by Hilton Seattle Downtown hotel. Suite Assurance Guarantee®. While you're here, we want you to Be at Home. If for any reason you are not satisfied, just let us know. We'll make it right or your night's stay is free."
Georgetown Inn,"6100 Corson Ave S, Seattle, WA 98108","Named one of USA Today's 10BEST, the Georgetown Inn is located in the heart of Seattle's historic industrial center and emerging arts district. Just four miles from Downtown Seattle and minutes from the sports stadiums, Georgetown was the first residential Seattle neighborhood and has a rich history as the city’s manufacturing core. Today, Georgetown is also home to many restaurants, artist lofts, pubs, wineries and breweries, live music venues, and eclectic shops. The Georgetown Inn is one of the few independently owned hotels in Seattle. This means you will always receive a warm welcome - good old fashioned hospitality with an artsy twist. "
The Inn at Virginia Mason,"1006 Spring St, Seattle, WA 98104","The Inn at Virginia Mason is located in the quiet neighborhood of historic First Hill. Built in the 1920s as The Rhododendron Apartments, the Inn retains much of its original charm and character. The Inn was purchased by Virginia Mason Hospital in the late 1960s. Renamed the “Mason House”, the Inn operated as an apartment hotel for many years. Gradually, as long-term tenants moved out, the hospital began to operate the facility as a limited service hotel for patients of the hospital and clinic. In 1988-89 Virginia Mason renovated the old apartment building into a first-class European-style hotel with a range of rooms and amenities. Since then, improvements have been made to create a showcase facility for business and leisure travelers as well as patients of Virginia Mason and other nearby medical centers. The Inn at Virginia Mason offers a variety of rooms to accommodate every guest. Rooms at the Inn are tastefully designed with your comfort in mind. Many of the suites retain historic charm of arched entryways and crown molding. All guests rooms are completely smoke free. Within walking distance of downtown, we invite you to explore our “pedestrian friendly” neighborhood."
The Grove West Seattle Inn,"3512 SW Alaska St, Seattle, WA 98126","Welcome to The Grove, West Seattle Inn. As West Seattle’s only full-service lodging accommodations, The Grove is proud to serve as the community’s oasis of comfort and convenience. Over the years, this property has seen its fair share of changes. But it wasn’t until 2011, when a West Seattle family assumed ownership, that The Grove took on a new look, and a refreshing new take on modern, clean, and comfortable lodging.As West Seattle’s only full-service lodging destination, The Grove West Seattle Inn offers a variety of upscale amenities to meet your needs whether traveling for pleasure, business or to attend an event."
Watertown Hotel - A Staypineapple Hotel,"4242 Roosevelt Way NE, Seattle, WA 98105","Attention smarty pants people (and anyone else who wants to be close to campus). Watertown Hotel is located just steps from the University of Washington. But don’t think we’re boring and bookish. This hotel has some serious style with cool, colorful motifs, an outrageous dedication to comfort and a range of upscale amenities like high-speed Wi-Fi, onsite dining, complimentary bicycles and access to a seasonal pool. We also offer small boardroom suites and a 1,300-square-foot multi-purpose room for meetings and events. The next time you hit the road, we’ll make sure it’s an extra soft landing. At Watertown Hotel we pride ourselves on offering only the very best creature comforts designed to make your stay the most comfortable, convenient, and enjoyable. After spending some time at Watertown Hotel, you might want to live here. Our rooms and suites will pamper you with amenities like cozy bathrobes and in-room Keurig coffee makers so you can start your day off right. There's no such thing as too comfortable."
The State Hotel,"1501 2nd Ave, Seattle, WA 98101","Built in 1904, this landmark building and its iconic location have been reinvented as The State Hotel. Step out your door and feel the vibrant energy of Pike Place Market and Seattle's waterfront. Discover insider spots matched to your preferences and kick back in this contemporary and proudly local Seattle hotel. This downtown Seattle hotel location allows you to walk everywhere and see everything. The city is right around you. A comfortable bed for the hours you sleep. The life of the city for the hours you don't. Our guestrooms feature a classic style, locally-made premium beds and bedding, and custom-designed closets, desks, and leather catch-alls, along with a collection of eclectic and spirited local art. Each room has a spacious bathroom with walk-in shower and glass doors. Most rooms offer a water or city view, with natural light spilling in through large windows."
Moore Hotel,"1926 2nd Ave, Seattle, WA 98101","Historical Hotel without Air Conditioning. The Moore Hotel is Seattle’s (econo-­classic) Historical Hotel. A step away from The Pike Place Market. Occupying a central location in downtown, The Moore provides you with an inviting refuge to explore Seattle."
The College Inn,"4000 University Way NE, Seattle, WA 98115","COLLEGE INN is an authentic EUROPEAN-STYLE HOTEL (see ""Accommodations"") located “on the AVE” in the heart of the University District just one block from the grand entry to the University of Washington campus.  College Inn’s heritage has been well-preserved (see “Our History”) with an equally well-deserved reputation as an exceptional accommodation that is both budget-friendly and advantageously located, close to all campus events and a wide-range of metro attractions.  And yes, WiFi is free! Greet each morning refreshed!  Allow for leisure-time to enjoy the free Continental Breakfast that is freshly prepared and served each morning in the Lounge-Loft on the 4th Floor. At street level, in the same building, you’ll find a cozy College Inn Pub, a traditional Vietnamese Restaurant, and the always bustling Coffee Bean & Bagel Shop."
Hotel Five - A Staypineapple Hotel,"2200 5th Ave, Seattle, WA 98121","Why not stay smack dab in the middle of it all? Hotel FIVE is mere blocks from the Pike Place Market and offers easy access to the iconic Space Needle, the glistening Seattle Waterfront and world-class shopping and dining. Fun, funky and a feast for the senses, Hotel FIVE caters to the modern guest with a range of great perks like high-speed Wi-Fi, complimentary bicycles and more. The next time you hit the road, we’ll make sure it’s an extra soft landing. At Hotel FIVE we pride ourselves on offering only the very best creature comforts designed to make your stay the most comfortable, convenient, and enjoyable. Graphic artwork, modern fixtures and warm wood floors define the splashy rooms at Hotel FIVE. When you aren’t sinking into your ridiculously comfy bed, you’ll enjoy other plush amenities like high-definition TVs, high-speed Wi-Fi and signature cozy bathrobes. All perfect complements when sharing your Seattle adventures with friends and family."
"The Charter Hotel Seattle, Curio Collection by Hilton","1610 2nd Ave, Seattle, WA 98101","Welcome to The Charter Hotel Seattle, A Curio Collection by Hilton, a chic hotel just steps from downtown attractions in one of the most walkable cities. The famous Pike Place Market is a block away, and it's a quick walk to shops, dining, bars, the Washington State Convention Center, Seattle Aquarium, Space Needle, and other authentic Seattle experiences. Our guest rooms are sleekly designed spaces with warm wood finishes and elegant décor. Enjoy luxurious bedding, a 50-inch HDTV, a mini-fridge, desk, plush robes, slippers, local brew from the in-room coffeemaker, and a marble bathroom. Our one-bedroom suites feature a living area, dining space, a walk-in closet and views of Elliott Bay. You'll love Patag?n, our modern/rustic restaurant with Argentine-inspired cuisine focused on fresh, locally sourced meats, fish and seasonal vegetables. The Fog Room rooftop lounge brings the outdoors inside with retractable windows and water and skyline views from the 16th floor. This eclectic and lively lounge offers delicious cocktails and small bites. Work out in the state-of-the-art fitness center or enjoy the calm of our sauna and steam room. The 24-hour business center is perfect for getting work done, and we offer 10,000 sq. ft. of flexible and stylish Seattle, WA event space for meetings and wedding receptions of up to 160 guests."
Staybridge Suites Seattle Downtown - Lake Union,"1119 Mercer St, Seattle, WA 98109","The Staybridge Suites Seattle- South Lake Union, opening in 2018, offers guests a home away from home in the heart of the Emerald City of Seattle. Our upscale residential style hotel is conveniently located in the South Lake Union neighborhood, steps away from beautiful Lake Union and a quick jaunt to the Downtown corridor. Our all-suite hotel features full kitchens and your choice of studio or one bedroom suites. We can also accommodate your private business meetings or special events. Be sure to take advantage of our complimentary Monday through Wednesday evening social reception and free breakfast buffet every morning. Experience the many attractions that the South Lake Union area has to offer including the Space Needle, MOPOP, Pacific Science Center and The Museum of History & Industry. With our proximity to Lake Union, you'll have easy access to fun excursions such as boat rentals or taking in the Pacific Northwest by sea plane! South Lake Union is home to many businesses including Amazon, Facebook, Fred Hutchinson Cancer Research Center, Seattle Cancer Care Alliance and many more within walking distance of the hotel. All of our comfortable suites are newly renovated and beautifully appointed with their furnishings. Each suite includes a full kitchen with all the supporting utensils to prepare food, complimentary high speed internet, flat screen televisions with a variety of programming options and daily housekeeping."
University Inn - A Staypineapple Hotel,"4140 Roosevelt Way NE, Seattle, WA 98105","If you want to be in the University District, we’ll tell you where the cool kids stay: University Inn, just a few doors down from its equally urban and awesome sister hotel, Watertown. Here, you’re just steps from the University of Washington campus and the UW Medical Center with easy access to the very best of Seattle: the Pike Place Market, Space Needle, Seattle Waterfront and much more. The next time you hit the road, we’ll make sure it’s an extra soft landing. At University Inn we pride ourselves on offering only the very best creature comforts designed to make your stay the most comfortable, convenient, and enjoyable. No dorm rooms here. Mid-century meets modern convenience with great plush amenities like high-speed Wi-Fi, high-definition televisions, signature bathrobes, and all those wonderful elements of The Naked Experience that will wrap you and yours in unparalleled comfort. Whatever your needs, there’s a room for you at University Inn that will help you have an incredible Emerald City adventure."
Talaris Conference Center,"4000 NE 41st St, Seattle, WA 98105","Minutes from the city. Miles from distraction. Talaris Conference Center is Seattle's best kept secret, and an oasis for inspired meetings, events and overnight stays. Located on 18-acres in a natural, park-like setting near the University of Washington Talaris is just minutes from downtown Seattle and within walking distance to University Village, Husky Stadium and Seattle’s Children’s Hospital. Featuring 31 guestrooms, over 7,000 square feet of function space, and ample complimentary parking, this serene environment is an ideal, casual destination for intimate training workshops, meetings, retreats and other events for up to 150 people. And if business or personal travel brings you to the University District, we are the perfect lodging alternative to a traditional hotel."
"The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton","2120 4th Ave, Seattle, WA 98121","Located minutes from Amazon Worldwide headquarters, Pike Place Market and the Washington Convention Center, our contemporary hotel is in the center of Seattle’s cultural and corporate hub. Our guest rooms feature sleek urban design while celebrating the gorgeous natural environment of the Pacific Northwest. Each features wooden flooring, cool marble counters, flannel upholstery, and crisp linens. We believe our food should do more than just satisfy your hunger – it should also tell the story of Seattle/Belltown. Our menu is fresh, regionally sourced, and pairs perfectly with Seattle’s best craft beer and Washington wines. For the early risers, our coffee is perked and waiting alongside fresh baked goods, hot breakfast sandwiches, and much more. Our Lupine Room is the perfect catalyst for your next brainstorming session, training or off-site meeting. Fuel your attendees with menu options featuring creative break-outs, buffets and, of course, coffee for days. No matter your needs, our events and catering team pay attention to every detail."
Gaslight Inn,"1727 15th Ave, Seattle, WA 98122","The Gaslight Inn, a bed and breakfast in Seattle, is conveniently located on Capitol Hill which is the city’s most exciting neighborhood that also happens to be closest to the center of the city and only about 20 minutes north from the airport. All of Seattle’s main attractions including Pike Place Market, are either in walking distance, a short taxi ride or a metro bus ride away. The Gaslight Inn’s interior is appointed in exacting detail (awarded with landmark status by the city of Seattle in October 2015), with strikingly rich, dark colors, oak paneling, and an enormous entryway and staircase. The comfortable and unique guestrooms are furnished with quality double or queen-sized beds, refrigerator and television. Many rooms in our bed and breakfast feature private baths and some also have decks with fabulous views or fireplaces. The living room, with its large oak fireplace, is always an inviting room, as is the library. Through the late spring and summer, we encourage you to relax and unwind at poolside with a glass of wine after a long, busy day. This private, in-ground, heated pool with several decks and interesting plant arrangements is found at the back of the inn. The Gaslight has high speed WiFi for all it’s guests at no extra cost. Our aim at the Gaslight Inn is to provide quality bed & breakfast accommodations in a relaxed atmosphere at a sensible rate, and to offer guests, whether they are visiting for pleasure or on business, useful information and assistance when needed. Our continental breakfast features, coffee, tea, assorted seasonal fruits, yogurt, cheese, hard-boiled eggs, croissants and an additional morning bread. It will get your day in Seattle off to a great start!"
Stay Alfred on 1st Avenue,"1200 Western Ave, Seattle, WA 98101","At Stay Alfred on 1st Avenue, you’re just three blocks from the Seattle waterfront and glimmering Elliott Bay, and it's mere steps to the Seattle Aquarium, Seattle Museum and the city’s best restaurants, cultural sites and nightlife. A sundeck with bay views and barbecue grills, a heated swimming pool, three jacuzzis, and a basketball court start the list of great building amenities. And apartments featuring huge windows with awesome views, private balconies and chic wood floors put you in the lap of luxury. Stay fit on the road with a heated pool, basketball court, and two 24-hour fitness centers – or enjoy the convenience of an onsite grocery store and restaurants (see Local Faves, below). Want to get out further and explore? There’s onsite Zipcar rental, too. Our local city staff are also available at any time to assist you during your stay."
WorldMark Seattle - The Camlin,"1619 9th Ave, Seattle, WA 98101","Located across the street from the Washington State Convention Center and Paramount Theatre, WorldMark Seattle - The Camlin is just three blocks away from the vibrant 6th Avenue and Pine Street shopping district. You’ll find world-class dining options plus all of the attractions of Seattle surrounding you like the lively Pike Place Market, Seattle Center, the Space Needle, Safeco Field and the fabulous waterfront where you may catch a glimpse of famous ships and larger-than-life marine animals. Venture just 30 minutes outside the city to experience an endless selection of mountains and parks that offer both oceanside and wooded hiking trails with waterfalls and some of the most breathtaking scenery the Pacific Northwest has to offer. Historically known as a popular resort among the celebrities, WorldMark Seattle - The Camlin has a long and distinguished history within Seattle's Emerald City. It was first built in 1926 as a residential hotel and later renovated in 1962. Over the years, many celebrities have passed through the elegant lobby, frequenting the lounge that once filled the top floor. Meticulous efforts have went into retaining the charm that has made this building such a beloved fixture in downtown Seattle. Modern comforts and amenities throughout this kid-friendly, urban resort will leave you and your family feeling relaxed and refreshed. Offering spacious studio, one-, and two-bedroom resort suites that comfortably sleep two to six guests in 258 - 810 square feet. Resort suites feature one queen bed in the master, two twin beds or one queen bed in the guest room and a queen Murphy bed in the living area. Studio suites will either have one Murphy bed or one queen bed in the master and one Murphy bed in the living area. Most feature private bedrooms, separate dining/living areas and a kitchenette. Upgrade to a deluxe or penthouse resort suite for a washer/dryer, air conditioning and a private balcony. While the suite amenities are inviting enough to make you want to lounge around after a day full of excitement and adventure, you will also appreciate the abundance of resort amenities available on site. Stay refreshed in the year-round heated pool and unwind in the hot tub. Your workout routine will stay on track with the fitness center. Also, you will be grinning from ear to ear when when you're saving money and creating memories by grilling out at the barbecue station. Wrap up any work projects in the business center and let the kids enjoy all the fun the activities program has to offer. Plus, there is an on-site concierge that is happy to help you coordinate any travel plans. With so much to see and do, you won't want to miss a single opportunity to come back to WorldMark Seattle - The Camlin!"
Inn at the WAC,"1325 6th Ave, Seattle, WA 98101","Retreat to our full-service luxury hotel. Thoughtfully designed guest rooms and stylish suites will make you or your out-of-town guests feel right at home. We have 109 rooms to meet your needs. When you’re traveling on business, we have the relaxation you need. The Spa at the WAC will spoil you with a complete menu of services, while our fitness areas offer everything you’d expect from a club with “Athletic” as its middle name. Escape the meeting mindset and remind yourself what’s really important—you! Known for its superb downtown location and its breadth of programming and activities, the Club delivers everything from family fun to personal solitude, all just a few blocks from Pike Place Market and your Puget Sound postcard experience. The 109-room Inn at the WAC rises 21 stories above the corner of Sixth and Union. Across the street you’ll find Union Square, the business center of the Northwest. All Inn at the WAC rooms enjoy either a city or water view—or both. By day, enjoy the action below. By night, take in the lights. Whether you’re here for business or pleasure, you’ll enjoy easy access to Seattle and the Pacific Northwest. Located just 20 minutes from Sea-Tac International Airport, we’re also just a few blocks from the regional light-rail and ferry systems. Looking for transportation of a different kind? How about a round on The Great Wheel or an elevator ride up the Space Needle? It’s all close to the Club."
Mozart Guest House,"1013 15th Ave E, Seattle, WA 98112","This Victorian-era B&B in Capitol Hill is a 4-minute walk from Volunteer Park and 1.7 miles from the Botanic Gardens. The elegant rooms feature old-world furnishings and en suite bathrooms, and include free Wi-Fi, desks and cable TV. Some add living space, and balconies with French doors. Parking is free. Homemade breakfast is prepared with locally sourced ingredients (vegan and wheat-free options are available upon request). The B&B also has a garden courtyard."
Hyatt Regency Lake Washington At SeattleS Southport,"1053 Lake Washington Blvd N, Renton, WA 98056","Located on the shores of Lake Washington, Hyatt Regency Lake Washington at Seattle’s Southport, a recent AAA Four Diamond award winner, perfectly combines the natural beauty of the Pacific Northwest with modern amenities.  Enjoy close proximity access to Sea-Tac International Airport, downtown Seattle and Bellevue, Mount Rainier National Park, Gene Coulon Memorial Beach Park, and more.  Spend your time shopping, dining or hiking, then return to your comfortable room in Renton. With 347 guestrooms featuring views of Lake Washington, Gene Coulon Memorial Beach Park, or the Seattle skyline, Hyatt Regency Lake Washington at Seattle’s Southport offers a plush bed to lay your head. Inside our spacious hotel rooms, you’ll find a plush Hyatt Grand Bed™, 65” flat-screen HDTV, and ample workspace. Our high-end suites offer the extra luxury of an outdoor terrace. After a day of hiking, kayaking, or wine tasting, experience the perfect Pacific Northwest escape. Hyatt Regency Lake Washington at Seattle's Southport puts you near the top cultural, dining, and recreational destinations in Seattle. Visit the Space Needle & Pike Place Market, explore Mount Rainier, discover Woodinville Wine Country, and much more. Whether you’re traveling with family or flying solo, you’ll never run out of things to see and do in Seattle. Experience a taste of the Pacific Northwest when you dine in Renton at Hyatt Regency Lake Washington at Seattle’s Southport.  Inspired by Seattle’s dining scene, our hotel offers guests award winning farm-to-table fare, 24-hour dining options and lakefront views.  Visit Water’s Table, voted Best Restaurant, for creative Asian-inspired cuisine and alfresco dining.  The Market is a great place to pick up a light snack of sundries 24 hours a day."
Pensione Nichols Bed and Breakfast,"1923 1st Ave, Seattle, WA 98101","PENSIONE NICHOLS is Seattle’s only downtown bed and breakfast. Located in the historic Pike Place Market, Pensione Nichols reflects European sense and sensibility married to Pacific Northwest heritage and hospitality. COZILY SITUATED on the second and third floors of a 100+ year-old building in the historic Smith Block on First Avenue, Pensione Nichols features eclectic antique furnishings (many straight from antique shops in Sussex, England), lots of warm light (as the seasons dictate, of course) and spectacular bay and mountain views (in its inviting breakfast, reading, entertaining room and two suites). It’s a welcome escape from a busy day, or lifestyle, when you need to “get off the grid” a bit or just slow down, kick your feet up and simply plan an evening of fun."
Bed and Breakfast Inn Seattle,"1808 E Denny Way, Seattle, WA 98122","Located in the heart of Capitol Hill, Seattle's vibrant and diverse neighborhood known for Zagat rated dining, trendy cafe's, locally owned boutiques, and a thriving nightlife & music scene. We are tucked away on a quiet street three blocks away from it all. Downtown Seattle is within walking distance and the Pike Place Market, Convention Center, Madison Park, UW Campus and Stadium are just ten to fifteen minutes away via light rail or bus. Our modern inn offers European bed and breakfast style guest rooms with comfy beds and lofty down comforters surrounded by sateen triple sheeting. Wireless internet access and off-street parking are always complimentary, as it should be. Our modern inn offers bed and breakfast style guest rooms, comfy beds and lofty down comforters surrounded by sateen triple sheeting. Breakfast and parking are offered to upper and main floor guest rooms. "
Civic Hotel,"325 7th Ave, Seattle, WA 98109","In the most coveted corner of Seattle, our family-owned and operated boutique hotel delivers the upscale amenities and polished style of a luxury property, with all of the warmth and comfort of your neighborhood hangout. We’re delighted to welcome you to our hotel in our home town of Seattle,WA. Originally built for the World’s Fair in 1962, our hotel is one of the few remaining family-run properties in the city. The hotel has recently been reborn with today’s savviest travelers in mind, but even as we updated and reimagined the building, we wanted to retain its Space Age optimism. Like Seattle, our hotel is exuberant and creative, laidback and sophisticated and, above all else, a welcoming place to all. When you stay with us, you’ll know you’re staying with family. Best of all, our hotel is accessible to everyone, whether you’re visiting from afar or you’re a member of the community. Right now, we’re offering a special friends and family offer for residents of Queen Anne or South Lake Union. If you live next door or are visiting your own family in town, check in to our hotel at a special rate."
Stay Alfred on Elliott Avenue,"2334 Elliott Ave, Seattle, WA 98121","Headed to Seattle for business – or planning a fun trip with friends or family? Book an upscale Stay Alfred travel apartment and enjoy the space of a luxury vacation rental and the professional management you'd expect from a hotel. A thriving metropolis with snow-capped Mt. Rainier on the horizon and Puget Sound at its feet, Seattle is a gorgeous place for a vacation and quite a fortunate destination for a business trip. This rain-soaked haven of cool is known for grunge music, world class museums, superb coffee, a thriving art scene and a youthful, creative and innovative population. Got a little traveling in your future? With spacious Seattle vacation rentals near the waterfront in Belltown and Downtown, booking a Stay Alfred will put the very best Seattle has to offer just steps from your door and give you a spacious, comfortable place to relax and recharge. Arguably the most walkable neighborhood in Seattle, you could easily spend your entire time in the city exploring this hip, urban neighborhood’s shops and restaurants. In the mood to rock? Check out a show at the Crocodile. In need of stylish new threads for a business meeting? Kuhlman’s has you covered. Ready to take in some art? The Olympic Sculpture Park and Seattle Art Museum are right here in the ‘hood. This waterfront neighborhood is home to people from all over the world, and the food scene shows it. From Vietnamese to sushi, you will find something you can’t get enough of. This neighborhood has everything you could want, all just steps outside your modern Stay Alfred apartment."
Shafer Baillie Mansion Bed & Breakfast,"907 14th Ave E, Seattle, WA 98112","Looking for the perfect bed and breakfast in Seattle, WA? The Shafer Baillie Mansion is a magnificent 14,000-square-foot Tudor Revival home where you will find the gracious atmosphere of a bygone era with the comforts and amenities that today’s travelers need, all ideally situated on Capitol Hill in Seattle, Washington. Our Capitol Hill neighborhood is ideally situated for both business and vacation travelers. Just a block from Volunteer Park, the crown jewel of the Seattle Parks system, you will be a short walk from restaurants and shops on Broadway, or even closer to the business district on 15th Avenue East. Downtown Seattle is a quick bus ride, five-minute car trip, or 20-minute walk away. We are minutes by bus, car, or taxi to the waterfront, Pike Place Market, Seattle Center (Space Needle, Experience Music Project etc), University of Washington, Seattle University, all major Seattle hospitals and medical centers, museums, music and theater venues, and much more! Shafer Baillie Mansion is the largest of the majestic homes on 14th Avenue East, Seattle’s renowned original Millionaires’ Row (featured on the HGTV program Dream Drives.) Although near the hub of activity, ours is a quiet residential street of large trees and gracious houses. Inside you will be embraced in opulence like the rich and famous of yesteryear. The handsomely-appointed entry hall envelops you in quarter-sawn oak paneling with ornately-carved details. The stately staircase is straight out of Central Casting for the perfect bridal moment. Savor a quiet conversation nestled in the leather furniture of the library; relax with a cup of tea or coffee (available 24 hours) in the bright and airy sunroom. Tickle the ivories of our baby grand piano amidst the warmth of the mahogany appointments in the grand salon. Breakfast is enjoyed in the expansive oak-paneled dining room. And our eight guest rooms and suites (each with private bath) are decorated and furnished in period style with eclectic antiques and reproductions. Our guests’ comments tell you all you would ever need to know about the warmth and hospitality you will find at Shafer Baillie Mansion. The goal of owners and hosts Ana Lena Melka and Mark Mayhle is for the mansion to be the home away from home of your dreams. Thoughtful touches abound, from high thread-count hand-pressed cotton linens, serenely restful beds and rich oriental rugs, to large flat-screen televisions, wired and wireless high-speed Internet with both cable modem and DSL service for greater speed and reliability, and personal telephone extension with private voicemail. Our expanded continental breakfast, including items such as rolls and pastries, hot and cold cereal, yogurt, cheeses, smoked salmon, prosciutto ham, hard-boiled eggs, fresh fruit, juices and hot beverages, is served over extended hours to meet your schedule, whether you are a business traveler up at the crack of dawn, vacationers relishing the chance to sleep in, or a couple seeking a romantic getaway. Need a restaurant recommendation or advice planning the day’s activities? We are here to help!"
